order_no,issued_date,closes_area,closure_type,closes_edit
PSN-2010-29,2010-01-15,"Area 28, roll over",sanitary closure,"area 28, roll over"
PSN-2010-30,2010-01-15,"Area 3, roll over",sanitary closure,"area 3, roll over"
PSN-2010-31,2010-01-15,Area 12 - new closure 12.27 Keogh River,sanitary closure,area 12 - new closure 12~27 keogh river
PSN-2010-32,2010-01-15,"Area 25 - CORRECTION: reinstate 25.6, revoke 25.9 Hannah Channel",sanitary closure,"area 25 - correction: reinstate 25~6, revoke 25~9 hannah channel"
PTN-2010-35,2010-01-15,Area 2 (except Subarea 2-1),biotoxins,area 2 (except subarea 2~1)
PTN-2010-39,2010-01-20,Subarea 10-5,biotoxins,subarea 10~5
PTN-2010-42,2010-01-22,Area 1-5,biotoxins,area 1~5
PTN-2010-44,2010-01-22,"7-18, 7-25, 7-27",biotoxins,"7~18, 7~25, 7~27"
PTN-2010-46,2010-01-22,"23-4, 23-7 and portion of 23-11",biotoxins,"23~4, 23~7 and portion of 23~11"
PTN-2010-47,2010-01-22,"7-9, 7-15, 7-21, 7-22, portion 7-23/7-24",biotoxins,"7~9, 7~15, 7~21, 7~22, portion 7~23/7~24"
PTN-2010-48,2010-01-22,"7-17, portion 7-23",biotoxins,"7~17, portion 7~23"
PTN-2010-49,2010-01-22,"23-5, 23-6, 23-8, 23-9, 23-10, portion 23-11",biotoxins,"23~5, 23~6, 23~8, 23~9, 23~10, portion 23~11"
PTN-2010-52,2010-01-26,Subarea 18-1,biotoxins,subarea 18~1
PSN-2010-53,2010-01-27,"Area 14, Close Baynes Sound Mgmt. Areas  B",sanitary closure,"area 14, close baynes sound mgmt. areas b"
PTN-2010-55,2010-01-28,"Subareas 23-3, 23-4, 23-7 and portion of 23-11(hankin Island)",biotoxins,"subareas 23~3, 23~4, 23~7 and portion of 23~11(hankin island)"
PSN-2010-56,2010-02-03,New closure 24-9 Lemmens Inlet,sanitary closure,new closure 24~9 lemmens inlet
PTN-2010-58,2010-02-11,Subarea 12-41,biotoxins,subarea 12~41
PTN-2010-59,2010-02-11,Subarea 29-5,biotoxins,subarea 29~5
PTN-2010-62,2010-02-19,"23-5, 23-6, 23-8, 23-9, portion 23-11 (Hankin Island)",biotoxins,"23~5, 23~6, 23~8, 23~9, portion 23~11 (hankin island)"
PTN-2010-65,2010-02-24,"Subareas 23-5, 23-6, 23-8, 23-9, 23-10 and portion of 23-11",biotoxins,"subareas 23~5, 23~6, 23~8, 23~9, 23~10 and portion of 23~11"
PTN-2010-69,2010-02-26,7-18 and 7-27,biotoxins,7~18 and 7~27
PTN-2010-70,2010-02-26,"SA 7-15, 7-17, 7-22, and portion 7-23 and 7-24",biotoxins,"sa 7~15, 7~17, 7~22, and portion 7~23 and 7~24"
PTN-2010-71,2010-02-26,Portions 7-23 and 7-24 (In Louise Channel),biotoxins,portions 7~23 and 7~24 (in louise channel)
PTN-2010-73,2010-03-02,"7-18,  7-24 7-27 7-28",biotoxins,"7~18, 7~24 7~27 7~28"
PTN-2010-74,2010-03-02,"SA 7-15, 7-17, 7-22",biotoxins,"sa 7~15, 7~17, 7~22"
PTN-2010-75,2010-03-02,SA 7-23,biotoxins,sa 7~23
PTN-2010-76,2010-03-02,portion of 15-5 (north of a line West Redonda Island),biotoxins,portion of 15~5 (north of a line west redonda island)
PTN-2010-77,2010-03-02,portion of 15-5 (south  of a line West Redonda Island),biotoxins,portion of 15~5 (south of a line west redonda island)
PTN-2010-81,2010-03-04,Subarea 23-3,biotoxins,subarea 23~3
PTN-2010-89,2010-03-18,"Areas 3-10 except 7-18, 7-23, 7-24, 7-27 and 7-28",biotoxins,"areas 3~10 except 7~18, 7~23, 7~24, 7~27 and 7~28"
PTN-2010-90,2010-03-18,"7-18, 7-23, 7-24, 7-27and 7-28",biotoxins,"7~18, 7~23, 7~24, 7~27and 7~28"
PTN-2010-91,2010-03-19,"Areas 3-10 except 7-18, 7-27 and 7-28",biotoxins,"areas 3~10 except 7~18, 7~27 and 7~28"
PTN-2010-92,2010-03-19,"7-18, 7-27and 7-28",biotoxins,"7~18, 7~27and 7~28"
PTN-2010-93,2010-03-19,SA 15-5,biotoxins,sa 15~5
PSN-2010-97,2010-03-26,New sanitary closure 16.31,sanitary closure,new sanitary closure 16~31
PTN-2010-98,2010-04-01,Area 12,biotoxins,area 12
PTN-2010-113,2010-04-19,"Area 26, except SA 26-1, 26-6 and 26-7",biotoxins,"area 26, except sa 26~1, 26~6 and 26~7"
PTN-2010-114,2010-04-19,"SA 26-1, 26-6, 26-7",biotoxins,"sa 26~1, 26~6, 26~7"
PTN-2010-115,2010-04-23,"Area 26, except 26-1 to26-7",biotoxins,"area 26, except 26~1 to26~7"
PTN-2010-116,2010-04-23,Subareas 26-2 to26-5,biotoxins,subareas 26~2 to26~5
PTN-2010-118,2010-04-27,"SA  6-13, 6-16, 6-17, 7-1to 7-3, and 7-31",biotoxins,"sa 6~13, 6~16, 6~17, 7~1to 7~3, and 7~31"
PSN-2010-121,2010-04-28,Seasonal closure May 1 to Oct. 15 5A Grenville channel,sanitary closure,seasonal closure to 5a grenville channel
PSN-2010-124,2010-05-04,"Seasonal closures for Area 2, June 15 to Sept. 15, 2010",sanitary closure,"seasonal closures for area 2, to , "
PSN-2010-125,2010-05-06,Area 12- new closures Port Harvey 12.28 and Karlukwees 12.29,sanitary closure,area 12- new closures port harvey 12~28 and karlukwees 12~29
PSN-2010-127,2010-05-07,"Seasonal closures May 31 to Sept. 30 (Areas 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 23 , 25 and 28)",sanitary closure,"seasonal closures to (areas 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 23 , 25 and 28)"
PTN-2010-129,2010-05-06,"Area 2, except SA 2-1",biotoxins,"area 2, except sa 2~1"
PTN-2010-130,2010-05-06,SA 2-1,biotoxins,sa 2~1
PTN-2010-131,2010-05-06,"Area 23 except 23-3, 23-5, 23-6, 23-10, 23-11",biotoxins,"area 23 except 23~3, 23~5, 23~6, 23~10, 23~11"
PTN-2010-132,2010-05-06,"SA 23-3, 23-5, 23-6, 23-10 and 23-11",biotoxins,"sa 23~3, 23~5, 23~6, 23~10 and 23~11"
PSN-2010-135,2010-05-14,"Area 14, Baynes Sounds B and C seasonal closure",sanitary closure,"area 14, baynes sounds b and c seasonal closure"
PSN-2010-137,2010-05-18,"Area 15, 15.1 amended,15.20 new",sanitary closure,"area 15, 15~1 amended,15~20 new"
PSN-2010-138,2010-05-18,"Area 16 - 16.32 new, 16.33 new, 16.34 new, 16.35 new, amend 16.20; NOTE: closure 16.31 is in order PSN-2010-97.",sanitary closure,"area 16 - 16~32 new, 16~33 new, 16~34 new, 16~35 new, amend 16~20; note: closure 16~31 is in order psn-~97."
PSN-2010-139,2010-05-18,Area 14 - revoke 14.25 and 14.15,sanitary closure,area 14 - revoke 14~25 and 14~15
PSN-2010-140,2010-05-18,Area 17 - amend closure 17.21,sanitary closure,area 17 - amend closure 17~21
PSN-2010-141,2010-05-18,Area 18 - revoke 18.25,sanitary closure,area 18 - revoke 18~25
PSN-2010-142,2010-05-18,"Area 23, revoke 23.15, amend 23.12, new 23.18",sanitary closure,"area 23, revoke 23~15, amend 23~12, new 23~18"
PSN-2010-143,2010-05-18,Area 25 - revoke 25.10,sanitary closure,area 25 - revoke 25~10
PSN-2010-144,2010-05-19,"Area 14, Baynes Sounds B (AMENDED B, and C seasonal closure)",sanitary closure,"area 14, baynes sounds b (amended b, and c seasonal closure)"
PTN-2010-147,2010-05-21,Area 26,biotoxins,area 26
PTN-2010-153,2010-05-27,SA 24-8,biotoxins,sa 24~8
PSN-2010-157,2010-05-31,"Area 17 - new closures 17.40 (Northumberland Channel, Duke Point), 17.39 (Schooner Cove, Nanoose), 17.41 (Hammond Bay)",sanitary closure,"area 17 - new closures 17~40 (northumberland channel, duke point), 17~39 (schooner cove, nanoose), 17~41 (hammond bay)"
PSN-2010-158,2010-05-31,"Area 15, amend 15.3 (Lund), new 15.21 (Sliammon)",sanitary closure,"area 15, amend 15~3 (lund), new 15~21 (sliammon)"
PTN-2010-167,2010-06-07,"Subareas 6-13, 6-17, 7-1,  7-2, 7-26, 7-27, 7-31, and 8-4",biotoxins,"subareas 6~13, 6~17, 7~1, 7~2, 7~26, 7~27, 7~31, and 8~4"
PTN-2010-168,2010-06-01,"SA 6-13, 6-17, 7-1,  7-2, 7-26, 7-27, 7-31 and 8-4",biotoxins,"sa 6~13, 6~17, 7~1, 7~2, 7~26, 7~27, 7~31 and 8~4"
PTN-2010-170,2010-06-08,"6-13, 6-17, 7-1, 7-2, 7-31",biotoxins,"6~13, 6~17, 7~1, 7~2, 7~31"
PTN-2010-173,2010-06-09,SA 25-12,biotoxins,sa 25~12
PTN-2010-175,2010-06-16,"7-1, 7-2, 7-31",biotoxins,"7~1, 7~2, 7~31"
PTN-2010-176,2010-06-16,SA 17-9,biotoxins,sa 17~9
PTN-2010-184,2010-06-17,Area 19 (except 19-5 and 19-6),biotoxins,area 19 (except 19~5 and 19~6)
PSN-2010-189,2010-06-21,Section B remains closed;opens C,sanitary closure,section b remains closed;opens c
PTN-2010-190,2010-06-23,"Area 18, except SA 18-1to 18-4 and 18-9",biotoxins,"area 18, except sa 18~1to 18~4 and 18~9"
PTN-2010-192,2010-06-23,SUBArea 18-1,biotoxins,subarea 18~1
PTN-2010-193,2010-06-23,Area 3-10,biotoxins,area 3~10
PTN-2010-196,2010-06-25,Area 24 except 24-8 and 24-9,biotoxins,area 24 except 24~8 and 24~9
PTN-2010-197,2010-06-25,Subarea 24-9,biotoxins,subarea 24~9
PTN-2010-198,2010-07-02,Subarea 24-9,biotoxins,subarea 24~9
PTN-2010-199,2010-07-02,Area 19,biotoxins,area 19
PTN-2010-200,2010-07-02,Area 18,biotoxins,area 18
PTN-2010-202,2010-07-06,"Area 24, except 24-9",biotoxins,"area 24, except 24~9"
PTN-2010-203,2010-07-07,Subarea 24-9,biotoxins,subarea 24~9
PTN-2010-204,2010-07-07,"Area 23, except 23-3, 23-5,  ptn 23-6",biotoxins,"area 23, except 23~3, 23~5, ptn 23~6"
PTN-2010-205,2010-07-07,"SA 23-3, 23-5, ptn 23-6",biotoxins,"sa 23~3, 23~5, ptn 23~6"
PTN-2010-208,2010-07-07,"SA 17-1 to17-3, 17-6, 17-8 and 17-9",biotoxins,"sa 17~1 to17~3, 17~6, 17~8 and 17~9"
PTN-2010-209,2010-07-15,Area 20,biotoxins,area 20
PTN-2010-210,2010-07-15,"Area 29, except SA 29-1, 29-2",biotoxins,"area 29, except sa 29~1, 29~2"
PTN-2010-215,2010-07-21,Area 29,biotoxins,area 29
PTN-2010-220,2010-08-05,Area 20 except 20-6 and 20-7,biotoxins,area 20 except 20~6 and 20~7
PTN-2010-221,2010-08-05,Subareas 20-6 and 20-7,biotoxins,subareas 20~6 and 20~7
PTN-2010-222,2010-08-06,"SA 17-1 to17-3, 17-8",biotoxins,"sa 17~1 to17~3, 17~8"
PTN-2010-223,2010-08-05,"SA 17-6, 17-9",biotoxins,"sa 17~6, 17~9"
PTN-2010-228,2010-08-13,"25-1, 25-2 and 25-8",biotoxins,"25~1, 25~2 and 25~8"
PTN-2010-229,2010-08-13,SA 25-3,biotoxins,sa 25~3
PTN-2010-230,2010-08-13,SA 16-1 and 16-2,biotoxins,sa 16~1 and 16~2
PTN-2010-231,2010-08-18,"Area 18, except 18-1",biotoxins,"area 18, except 18~1"
PTN-2010-233,2010-08-18,SA 18-1,biotoxins,sa 18~1
PTN-2010-235,2010-08-18,SA 25-6,biotoxins,sa 25~6
PTN-2010-240,2010-08-20,"SA 27-7, 27-10 and 27-11",biotoxins,"sa 27~7, 27~10 and 27~11"
PTN-2010-242,2010-08-24,"Area 7, except 7-26 and 7-27",biotoxins,"area 7, except 7~26 and 7~27"
PTN-2010-243,2010-08-24,SA 7-26 and 7-27,biotoxins,sa 7~26 and 7~27
PTN-2010-246,2010-08-24,"Area 9, except 9-1 to9-4, 9-11 and 9-12",biotoxins,"area 9, except 9~1 to9~4, 9~11 and 9~12"
PTN-2010-248,2010-08-24,"Area 10, except SA 10-1 and 10-2",biotoxins,"area 10, except sa 10~1 and 10~2"
PTN-2010-249,2010-08-24,SA 10-1 and 10-2,biotoxins,sa 10~1 and 10~2
PTN-2010-250,2010-08-24,"Area 18, except 18-1 and 18-7",biotoxins,"area 18, except 18~1 and 18~7"
PTN-2010-251,2010-08-24,SA 18-7,biotoxins,sa 18~7
PTN-2010-255,2010-08-26,"Area 24, except 24-4 (CLIFFORD POINT), 24-6, 24-8, 24-9",biotoxins,"area 24, except 24~4 (clifford point), 24~6, 24~8, 24~9"
PTN-2010-256,2010-08-26,"SA 24-4 (clifford point), 24-6, 24-8",biotoxins,"sa 24~4 (clifford point), 24~6, 24~8"
PTN-2010-259,2010-08-27,Area 2,biotoxins,area 2
PTN-2010-261,2010-08-27,"SA 25-7, 25-15",biotoxins,"sa 25~7, 25~15"
PTN-2010-262,2010-08-27,"Area 18, except 18-1",biotoxins,"area 18, except 18~1"
PTN-2010-263,2010-08-27,Area 20 except 20-6 and 20-7,biotoxins,area 20 except 20~6 and 20~7
PSN-2010-64,2010-09-02,"AREA 14, new closure Map 14.ff",sanitary closure,"area 14, new closure map xx"
PTN-2010-265,2010-09-02,"Area 2, except SA 2-1",biotoxins,"area 2, except sa 2~1"
PTN-2010-266,2010-09-02,SA 2-1,biotoxins,sa 2~1
PTN-2010-267,2010-09-02,"Area 18, except 18-1 and 18-7",biotoxins,"area 18, except 18~1 and 18~7"
PTN-2010-268,2010-09-02,SA 18-7,biotoxins,sa 18~7
PTN-2010-272,2010-09-02,"SA 27-7, 27-10 and 27-11",biotoxins,"sa 27~7, 27~10 and 27~11"
PCH-2010-273,2010-09-03,"New closure, Evans Bay, Read Island, Map 13.jj",chemical closure,"new closure, evans bay, read island, map xx"
PTN-2010-280,2010-09-17,Area 27,biotoxins,area 27
PSN-2010-281,2010-09-24,"Portion of Area 23, Effingham Inlet, map 23.gg",sanitary closure,"portion of area 23, effingham inlet, map xx"
PTN-2010-282,2010-09-24,"Area 24 except SA 24-4, 24-6, 24-8 and 24-14",biotoxins,"area 24 except sa 24~4, 24~6, 24~8 and 24~14"
PTN-2010-283,2010-09-24,"24-4, 24-6, 24-8 and 24-14",biotoxins,"24~4, 24~6, 24~8 and 24~14"
PTN-2010-284,2010-09-24,"Area 7, except 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22, 7-23, 7-26 and 7-27",biotoxins,"area 7, except 7~3, 7~4, 7~8, 7~9, 7~12, 7~17, 7~22, 7~23, 7~26 and 7~27"
PTN-2010-285,2010-09-24,"SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22, 7-23,",biotoxins,"sa 7~3, 7~4, 7~8, 7~9, 7~12, 7~17, 7~22, 7~23,"
PTN-2010-290,2010-09-30,"Area 2, except SA 2-1",biotoxins,"area 2, except sa 2~1"
PTN-2010-291,2010-09-30,SA 2-1,biotoxins,sa 2~1
PTN-2010-293,2010-10-06,Area 7,biotoxins,area 7
PTN-2010-295,2010-10-07,"SA 17-8, 17-18 to17-20",biotoxins,"sa 17~8, 17~18 to17~20"
PTN-2010-301,2010-10-15,"SA 6-11, 6-15, 6-16, 6-18, 6-19",biotoxins,"sa 6~11, 6~15, 6~16, 6~18, 6~19"
PTN-2010-303,2010-10-18,Area 8,biotoxins,area 8
PTN-2010-304,2010-10-18,Area 9,biotoxins,area 9
PTN-2010-305,2010-10-18,Area 10,biotoxins,area 10
PSN-2010-313,2010-10-25,"Baynes Sounds, Section B and C",sanitary closure,"baynes sounds, section b and c"
PTN-2010-316,2010-10-28,SA 24-9 and 24-10,biotoxins,sa 24~9 and 24~10
PSN-2010-323,2010-11-08,"Area 13, amend 13.3, amend 13.10, new 13.24, revoke 13.1 and 13.22",sanitary closure,"area 13, amend 13~3, amend 13~10, new 13~24, revoke 13~1 and 13~22"
PSN-2010-324,2010-11-08,"Area 16, new closures 16.35 and 16.36",sanitary closure,"area 16, new closures 16~35 and 16~36"
PSN-2010-325,2010-11-08,"Area 17, amend closure 17.41, new closure 17.42, revoke 17.15",sanitary closure,"area 17, amend closure 17~41, new closure 17~42, revoke 17~15"
PSN-2010-326,2010-11-08,"Area 24, amend closure 24.1",sanitary closure,"area 24, amend closure 24~1"
PSN-2010-327,2010-11-08,"Area 29, new closure 29.7",sanitary closure,"area 29, new closure 29~7"
PTN-2010-328,2010-11-08,"Area 7, except SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22 and 7-23",biotoxins,"area 7, except sa 7~3, 7~4, 7~8, 7~9, 7~12, 7~17, 7~22 and 7~23"
PTN-2010-329,2010-11-08,"SA 7-3, 7-4, 7-8, 7-9, 7-12, 7-17, 7-22 and 7-23",biotoxins,"sa 7~3, 7~4, 7~8, 7~9, 7~12, 7~17, 7~22 and 7~23"
PSN-2010-330,2010-11-08,"Baynes Sounds, Section C",sanitary closure,"baynes sounds, section c"
PTN-2010-332,2010-11-10,SA 15-4 and 15-5,biotoxins,sa 15~4 and 15~5
PSN-2010-335,2010-11-17,"Area 14, amends closure 14.6",sanitary closure,"area 14, amends closure 14~6"
PSN-2010-336,2010-11-17,"Area 20, new closure 20.4",sanitary closure,"area 20, new closure 20~4"
PTN-2010-337,2010-11-18,"Subareas  7-3, 7-4, 7-8, 7-9, 7-22, and 7-23",biotoxins,"subareas 7~3, 7~4, 7~8, 7~9, 7~22, and 7~23"
PTN-2010-338,2010-11-18,Subareas 7-12 and 7-17,biotoxins,subareas 7~12 and 7~17
PTN-2010-339,2010-11-26,"Area 23, except 23-3 to23-11",biotoxins,"area 23, except 23~3 to23~11"
PSN-2010-343,2010-11-30,"Close Baynes Sound A,B and C",sanitary closure,"close baynes sound a,b and c"
PSN-2010-346,2010-12-07,"Open Scetion C Baynes Sound, A and B remain closed",sanitary closure,"open scetion c baynes sound, a and b remain closed"
PTN-2010-347,2010-12-07,"SA 7-3, 7-4, 7-8, 7-22 and 7-23",biotoxins,"sa 7~3, 7~4, 7~8, 7~22 and 7~23"
PTN-2010-348,2010-12-07,"SA 7-9, 7-12, and 7-17",biotoxins,"sa 7~9, 7~12, and 7~17"
PTN-2010-351,2010-12-07,"SA 24-2, 24-3, 24-5, 24-9, 24-10 and 24-13",biotoxins,"sa 24~2, 24~3, 24~5, 24~9, 24~10 and 24~13"
PTN-2010-352,2010-12-07,SA 24-4 and 24-14,biotoxins,sa 24~4 and 24~14
PSN-2010-353,2010-12-08,"Close C Baynes Sound, A and B remain closed",sanitary closure,"close c baynes sound, a and b remain closed"
PTN-2010-354,2010-12-10,Area 1,biotoxins,area 1
PTN-2010-356,2010-12-10,"7-3, 7-4, 7-8,  7-12, 7-22 and 7-23",biotoxins,"7~3, 7~4, 7~8, 7~12, 7~22 and 7~23"
PTN-2010-357,2010-12-10,SA 7-9 and 7-17,biotoxins,sa 7~9 and 7~17
PTN-2010-358,2010-12-10,SA 7-21,biotoxins,sa 7~21
PSN-2010-359,2010-12-10,"Area 23, revoke 23.6 Usless Inlet.",sanitary closure,"area 23, revoke 23~6 usless inlet."
PTN-2010-360,2010-12-13,"Area 7, except 7-9, 7-17 and 7-21",biotoxins,"area 7, except 7~9, 7~17 and 7~21"
PTN-2010-361,2010-12-13,"SA 7-9, 7-17 and 7-21",biotoxins,"sa 7~9, 7~17 and 7~21"
PTN-2010-362,2010-12-15,"Area 7, except 7-9, 7-17, 7-21 and 7-24",biotoxins,"area 7, except 7~9, 7~17, 7~21 and 7~24"
PTN-2010-363,2010-12-15,"SA 7-9, 7-17, 7-21 and 7-24",biotoxins,"sa 7~9, 7~17, 7~21 and 7~24"
PSN-2010-364,2010-12-16,"Open C Baynes Sound, A and B remain closed",sanitary closure,"open c baynes sound, a and b remain closed"
PSN-2010-365,2010-12-20,Adjust to reflect change in licensing authority for aquaculture,sanitary closure,adjust to reflect change in licensing authority for aquaculture
PSN-2010-366,2010-12-24,"Closes Baynes Sound A, B and C",sanitary closure,"closes baynes sound a, b and c"
PSN-2010-367,2010-12-30,"Opens Baynes Sound C, A and B closed",sanitary closure,"opens baynes sound c, a and b closed"
PSN-2011-6,2011-01-10,"Area 20, amends closure 20.4 radius changed from 3,000m to 4,850m.",sanitary closure,"area 20, amends closure 20~4 radius changed from 3,000m to 4,850m."
PSN-2011-7,2011-01-11,New permanent closure 23.19 east Effigham Inlet,sanitary closure,new permanent closure 23~19 east effigham inlet
PTN-2011-9,2011-01-12,"SA 6-10, 6-12 and 6-13",biotoxins,"sa 6~10, 6~12 and 6~13"
PTN-2011-12,2011-01-14,"SA 23-3, 23-4, 23-7",biotoxins,"sa 23~3, 23~4, 23~7"
PTN-2011-16,2011-01-17,"Area 7, except 7-9, 7-15, 7-17, 7-21 and 7-24",biotoxins,"area 7, except 7~9, 7~15, 7~17, 7~21 and 7~24"
PTN-2011-17,2011-01-17,"SA 7-9, 7-15, 7-17, 7-21 and 7-24",biotoxins,"sa 7~9, 7~15, 7~17, 7~21 and 7~24"
PTN-2011-18,2011-01-19,Areas 21 and 22,biotoxins,areas 21 and 22
PTN-2011-19,2011-01-19,Area 28,biotoxins,area 28
PTN-2011-22,2011-01-19,Areas 11 and 111,biotoxins,areas 11 and 111
PTN-2011-24,2011-01-19,"SA 6-10, 6-12, 6-13 and 106-2",biotoxins,"sa 6~10, 6~12, 6~13 and 106~2"
PTN-2011-25,2011-01-19,"Area 1, except 1-5",biotoxins,"area 1, except 1~5"
PTN-2011-26,2011-01-19,SA 1-5,biotoxins,sa 1~5
PTN-2011-27,2011-01-21,Area 29,biotoxins,area 29
PTN-2011-28,2011-01-21,SA 18-1,biotoxins,sa 18~1
PTN-2011-30,2011-01-21,"Area 2, except SA 2-1",biotoxins,"area 2, except sa 2~1"
PTN-2011-31,2011-01-21,SA 2-1,biotoxins,sa 2~1
PTN-2011-34,2011-01-21,Area 8,biotoxins,area 8
PTN-2011-35,2011-01-21,Area 9,biotoxins,area 9
PTN-2011-36,2011-01-21,Area 10,biotoxins,area 10
PTN-2011-41,2011-01-24,SA 15-4 and 15-5,biotoxins,sa 15~4 and 15~5
PTN-2011-42,2011-01-24,"Area 23, except 23-3 to23-11",biotoxins,"area 23, except 23~3 to23~11"
PTN-2011-49,2011-01-24,"SA 24-2, 24-3, 24-5, 24-9, 24-10 and 24-13",biotoxins,"sa 24~2, 24~3, 24~5, 24~9, 24~10 and 24~13"
PTN-2011-50,2011-01-24,SA 24-4 and 24-14,biotoxins,sa 24~4 and 24~14
PTN-2011-51,2011-01-28,SA 1-5,biotoxins,sa 1~5
PTN-2011-53,2011-01-28,SA 12-16,biotoxins,sa 12~16
PTN-2011-58,2011-02-09,"SA 24-9, 24-10 and 24-13",biotoxins,"sa 24~9, 24~10 and 24~13"
PSN-2011-61,2011-02-15,Bayne Sound closes Section B only description is WRONG-use description in PSN-2010-313 for amended B and C,sanitary closure,bayne sound closes section b only description is wrong-use description in psn-~313 for amended b and c
PTN-2011-62,2011-02-18,"SA 7-15, 7-17, 7-21 and 7-24",biotoxins,"sa 7~15, 7~17, 7~21 and 7~24"
PTN-2011-63,2011-02-18,"Area 7 except 7-15, 7-17, 7-21 and 7-24",biotoxins,"area 7 except 7~15, 7~17, 7~21 and 7~24"
PTN-2011-64,2011-02-18,Area 26,biotoxins,area 26
PTN-2011-66,2011-01-19,"SA 6-10, 6-12, 6-13 and 106-2",biotoxins,"sa 6~10, 6~12, 6~13 and 106~2"
PTN-2011-67,2011-02-23,"SA 5-14, 5-16, 5-17, 5-19",biotoxins,"sa 5~14, 5~16, 5~17, 5~19"
PTN-2011-68,2011-02-23,Area 27,biotoxins,area 27
PTN-2011-69,2011-03-04,Area 2,biotoxins,area 2
PTN-2011-70,2011-03-04,Area 3,biotoxins,area 3
PTN-2011-71,2011-03-04,"Area 4, except SA 4-2, 4-3, 4-4, 4-9",biotoxins,"area 4, except sa 4~2, 4~3, 4~4, 4~9"
PTN-2011-72,2011-03-04,"Area 5, except SA 5-14, 5-16, 5-17, 5-19",biotoxins,"area 5, except sa 5~14, 5~16, 5~17, 5~19"
PTN-2011-73,2011-03-04,"Area 6, except SA 6-5, 6-9, 6-10, 6-13",biotoxins,"area 6, except sa 6~5, 6~9, 6~10, 6~13"
PTN-2011-74,2011-03-04,"SA 4-2, 4-3, 4-4, 4-9",biotoxins,"sa 4~2, 4~3, 4~4, 4~9"
PTN-2011-75,2011-03-04,"A 6-5, 6-9, 6-10, 6-13, 106-2",biotoxins,"a 6~5, 6~9, 6~10, 6~13, 106~2"
PTN-2011-76,2011-03-04,Area 7,biotoxins,area 7
PTN-2011-85,2011-03-08,SA 18-1,biotoxins,sa 18~1
PTN-2011-86,2011-03-08,"Area 7, except  7-15, 7-17, 7-21",biotoxins,"area 7, except 7~15, 7~17, 7~21"
PTN-2011-87,2011-03-08,"SA 7-15, 7-17, 7-21",biotoxins,"sa 7~15, 7~17, 7~21"
PTN-2011-88,2011-03-09,"Area 2, except SA 2-1",biotoxins,"area 2, except sa 2~1"
PTN-2011-89,2011-03-09,SA 2-1,biotoxins,sa 2~1
PTN-2011-90,2011-03-10,Area 5,biotoxins,area 5
PTN-2011-91,2011-03-10,Area 6,biotoxins,area 6
PSN-2011-93,2011-03-14,Closes Baynes sound A,sanitary closure,closes baynes sound a
PTN-2011-95,2011-03-17,SA 13-18,biotoxins,sa 13~18
PTN-2011-96,2011-03-17,"Area 3, except 3-1, 3-2, 3-4 and 3-5",biotoxins,"area 3, except 3~1, 3~2, 3~4 and 3~5"
PTN-2011-97,2011-03-17,"Subareas 3-1, 3-2, 3-4 and 3-5",biotoxins,"subareas 3~1, 3~2, 3~4 and 3~5"
PTN-2011-103,2011-03-24,"Area 7, except  7-12, 7-15, 7-17, 7-21",biotoxins,"area 7, except 7~12, 7~15, 7~17, 7~21"
PTN-2011-104,2011-03-24,"SA 7-12, 7-15, 7-17, 7-21",biotoxins,"sa 7~12, 7~15, 7~17, 7~21"
PTN-2011-109,2011-04-01,Area 7,biotoxins,area 7
PTN-2011-110,2011-04-01,Area 12,biotoxins,area 12
PCH-2011-111,2011-04-18,New emergency closure 19.hh Subarea 19-12,chemical closure,new emergency closure xx subarea 19~12
PTN-2011-114,2011-04-21,Area 27,biotoxins,area 27
PSN-2011-117,2011-04-18,Seasonal sanitary closure 5A,sanitary closure,seasonal sanitary closure 5a
PSN-2011-118,2011-04-29,"New closures 12.30 and 12.31, Dickson Island and Maple Cove",sanitary closure,"new closures 12~30 and 12~31, dickson island and maple cove"
PSN-2011-119,2011-04-29,"New closures 16.1 and 16.37, Pender Harbour and West Side of Sechelt Inlet",sanitary closure,"new closures 16~1 and 16~37, pender harbour and west side of sechelt inlet"
PSN-2011-120,2011-04-29,"Revokes closure 23.12 Toquart Bay, new closure 23.20, Toquart Bay",sanitary closure,"revokes closure 23~12 toquart bay, new closure 23~20, toquart bay"
PSN-2011-121,2011-04-29,"Area 26 Amends closure 26.5 (Head of Malsopke inlet), new closures 26.21 (Enrtance to Malsope Inlet) and 26.22 Bunsby Island",sanitary closure,"area 26 amends closure 26~5 (head of malsopke inlet), new closures 26~21 (enrtance to malsope inlet) and 26~22 bunsby island"
PSN-2011-122,2011-04-29,"Area 27, New closure 27.11 Koprino Harbour, Quatsino Sound",sanitary closure,"area 27, new closure 27~11 koprino harbour, quatsino sound"
PTN-2011-123,2011-05-11,Area 3,biotoxins,area 3
