csd_id,csd_name,topic,characteristic,total,year
5941875,LITTLE SPRINGS 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943008,ALERT BAY,Labour Force Indicators,Unemployment rate,15.3,2001
5943008,ALERT BAY,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37320,2001
5943012,PORT MCNEILL,Labour Force Indicators,Unemployment rate,7.8,2001
5943012,PORT MCNEILL,Selected Household Characteristics,"Median household income, 2000 ($) - All households",65584,2001
5943017,PORT ALICE,Labour Force Indicators,Unemployment rate,5,2001
5943017,PORT ALICE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",70134,2001
5943023,PORT HARDY,Labour Force Indicators,Unemployment rate,7.6,2001
5943023,PORT HARDY,Selected Household Characteristics,"Median household income, 2000 ($) - All households",48034,2001
5943027,MOUNT WADDINGTON B,Labour Force Indicators,Unemployment rate,23.8,2001
5943027,MOUNT WADDINGTON B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5943031,MOUNT WADDINGTON C,Labour Force Indicators,Unemployment rate,10.7,2001
5943031,MOUNT WADDINGTON C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",61993,2001
5943033,MOUNT WADDINGTON D,Labour Force Indicators,Unemployment rate,10.2,2001
5943033,MOUNT WADDINGTON D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",87943,2001
5943037,MOUNT WADDINGTON A,Labour Force Indicators,Unemployment rate,17.2,2001
5943037,MOUNT WADDINGTON A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38734,2001
5943801,ALERT BAY 1,Labour Force Indicators,Unemployment rate,28,2001
5943801,ALERT BAY 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34944,2001
5943802,ALERT BAY 1A,Labour Force Indicators,Unemployment rate,23.3,2001
5943802,ALERT BAY 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",28608,2001
5943804,FORT RUPERT 1,Labour Force Indicators,Unemployment rate,NA,2001
5943804,FORT RUPERT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943805,QUATTISHE 1,Labour Force Indicators,Unemployment rate,NA,2001
5943805,QUATTISHE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943806,TSULQUATE 4,Labour Force Indicators,Unemployment rate,36.4,2001
5943806,TSULQUATE 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",25920,2001
5943807,DEAD POINT 5,Labour Force Indicators,Unemployment rate,NA,2001
5943807,DEAD POINT 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943808,GWAYASDUMS 1,Labour Force Indicators,Unemployment rate,NA,2001
5943808,GWAYASDUMS 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943809,HOPETOWN 10A,Labour Force Indicators,Unemployment rate,NA,2001
5943809,HOPETOWN 10A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943810,KARLUKWEES 1,Labour Force Indicators,Unemployment rate,NA,2001
5943810,KARLUKWEES 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943813,QUAEE 7,Labour Force Indicators,Unemployment rate,25,2001
5943813,QUAEE 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5943815,KIPPASE 2,Labour Force Indicators,Unemployment rate,22.2,2001
5943815,KIPPASE 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",33472,2001
5943816,QUATSINO SUBDIVISION 18,Labour Force Indicators,Unemployment rate,35.3,2001
5943816,QUATSINO SUBDIVISION 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5943817,THOMAS POINT 5,Labour Force Indicators,Unemployment rate,NA,2001
5943817,THOMAS POINT 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943820,APSAGAYU 1A,Labour Force Indicators,Unemployment rate,NA,2001
5943820,APSAGAYU 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943824,COMPTON ISLAND 6,Labour Force Indicators,Unemployment rate,NA,2001
5943824,COMPTON ISLAND 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943828,MAHMALILLIKULLAH 1,Labour Force Indicators,Unemployment rate,NA,2001
5943828,MAHMALILLIKULLAH 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943832,GLEN-GLA-OUCH 5,Labour Force Indicators,Unemployment rate,NA,2001
5943832,GLEN-GLA-OUCH 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5943836,HOPE ISLAND 1,Labour Force Indicators,Unemployment rate,NA,2001
5943836,HOPE ISLAND 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5945006,CENTRAL COAST A,Labour Force Indicators,Unemployment rate,11.1,2001
5945006,CENTRAL COAST A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5945010,CENTRAL COAST C,Labour Force Indicators,Unemployment rate,12.3,2001
5945010,CENTRAL COAST C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49179,2001
5945012,CENTRAL COAST D,Labour Force Indicators,Unemployment rate,12.3,2001
5945012,CENTRAL COAST D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",41288,2001
5945014,CENTRAL COAST E,Labour Force Indicators,Unemployment rate,0,2001
5945014,CENTRAL COAST E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5945801,BELLA BELLA 1,Labour Force Indicators,Unemployment rate,26.4,2001
5945801,BELLA BELLA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38016,2001
5945802,BELLA COOLA 1,Labour Force Indicators,Unemployment rate,29.4,2001
5945802,BELLA COOLA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",24512,2001
5945803,KATIT 1,Labour Force Indicators,Unemployment rate,NA,2001
5945803,KATIT 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5947007,PORT EDWARD,Labour Force Indicators,Unemployment rate,27.3,2001
5947007,PORT EDWARD,Selected Household Characteristics,"Median household income, 2000 ($) - All households",40694,2001
5947012,PRINCE RUPERT,Labour Force Indicators,Unemployment rate,15.4,2001
5947012,PRINCE RUPERT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",50058,2001
5947016,SKEENA-QUEEN CHARLOTTE A,Labour Force Indicators,Unemployment rate,0,2001
5947016,SKEENA-QUEEN CHARLOTTE A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5947021,SKEENA-QUEEN CHARLOTTE C,Labour Force Indicators,Unemployment rate,50,2001
5947021,SKEENA-QUEEN CHARLOTTE C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5947023,MASSET,Labour Force Indicators,Unemployment rate,8.3,2001
5947023,MASSET,Selected Household Characteristics,"Median household income, 2000 ($) - All households",51470,2001
5947025,SKEENA-QUEEN CHARLOTTE F,Labour Force Indicators,Unemployment rate,3.8,2001
5947025,SKEENA-QUEEN CHARLOTTE F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",53024,2001
5947027,SKEENA-QUEEN CHARLOTTE D,Labour Force Indicators,Unemployment rate,16.7,2001
5947027,SKEENA-QUEEN CHARLOTTE D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",38348,2001
5947030,PORT CLEMENTS,Labour Force Indicators,Unemployment rate,12.3,2001
5947030,PORT CLEMENTS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",52811,2001
5947032,SKEENA-QUEEN CHARLOTTE E,Labour Force Indicators,Unemployment rate,5.9,2001
5947032,SKEENA-QUEEN CHARLOTTE E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",50115,2001
5947803,MASSET 1,Labour Force Indicators,Unemployment rate,NA,2001
5947803,MASSET 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5947804,SKIDEGATE 1,Labour Force Indicators,Unemployment rate,19.4,2001
5947804,SKIDEGATE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",32896,2001
5947806,KULKAYU (HARTLEY BAY) 4,Labour Force Indicators,Unemployment rate,15.4,2001
5947806,KULKAYU (HARTLEY BAY) 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5947807,DOLPHIN ISLAND 1,Labour Force Indicators,Unemployment rate,53.3,2001
5947807,DOLPHIN ISLAND 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",26432,2001
5947809,LAX KW'ALAAMS,Labour Force Indicators,Unemployment rate,56.7,2001
5947809,LAX KW'ALAAMS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",23949,2001
5949005,KITIMAT,Labour Force Indicators,Unemployment rate,11.8,2001
5949005,KITIMAT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",66799,2001
5949011,TERRACE,Labour Force Indicators,Unemployment rate,13.5,2001
5949011,TERRACE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",53259,2001
5949013,KITIMAT-STIKINE C (PART 1),Labour Force Indicators,Unemployment rate,13,2001
5949013,KITIMAT-STIKINE C (PART 1),Selected Household Characteristics,"Median household income, 2000 ($) - All households",56831,2001
5949018,KITIMAT-STIKINE E,Labour Force Indicators,Unemployment rate,16.7,2001
5949018,KITIMAT-STIKINE E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",44117,2001
5949020,KITIMAT-STIKINE C (PART 2),Labour Force Indicators,Unemployment rate,NA,2001
5949020,KITIMAT-STIKINE C (PART 2),Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949022,HAZELTON,Labour Force Indicators,Unemployment rate,18.2,2001
5949022,HAZELTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",58554,2001
5949024,NEW HAZELTON,Labour Force Indicators,Unemployment rate,22.2,2001
5949024,NEW HAZELTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35259,2001
5949028,KITIMAT-STIKINE B,Labour Force Indicators,Unemployment rate,19.3,2001
5949028,KITIMAT-STIKINE B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45209,2001
5949032,STEWART,Labour Force Indicators,Unemployment rate,24.1,2001
5949032,STEWART,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45433,2001
5949035,NISGA'A,Labour Force Indicators,Unemployment rate,30,2001
5949035,NISGA'A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949039,KITIMAT-STIKINE A,Labour Force Indicators,Unemployment rate,45.5,2001
5949039,KITIMAT-STIKINE A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949041,KITIMAT-STIKINE D,Labour Force Indicators,Unemployment rate,0,2001
5949041,KITIMAT-STIKINE D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949802,KITASOO 1,Labour Force Indicators,Unemployment rate,16,2001
5949802,KITASOO 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",28480,2001
5949803,KITAMAAT 2,Labour Force Indicators,Unemployment rate,18.2,2001
5949803,KITAMAAT 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",37248,2001
5949804,KITSUMKAYLUM 1,Labour Force Indicators,Unemployment rate,NA,2001
5949804,KITSUMKAYLUM 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949805,KSHISH 4,Labour Force Indicators,Unemployment rate,37.5,2001
5949805,KSHISH 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949807,KULSPAI 6,Labour Force Indicators,Unemployment rate,33.3,2001
5949807,KULSPAI 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949810,CORYATSAQUA (MORICETOWN) 2,Labour Force Indicators,Unemployment rate,26.7,2001
5949810,CORYATSAQUA (MORICETOWN) 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949811,HAGWILGET 1,Labour Force Indicators,Unemployment rate,38.1,2001
5949811,HAGWILGET 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949812,GITANMAAX 1,Labour Force Indicators,Unemployment rate,36.5,2001
5949812,GITANMAAX 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",33280,2001
5949813,KISPIOX 1,Labour Force Indicators,Unemployment rate,34,2001
5949813,KISPIOX 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",25312,2001
5949814,GITSEGUKLA 1,Labour Force Indicators,Unemployment rate,59.4,2001
5949814,GITSEGUKLA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",19008,2001
5949815,GITANYOW 1,Labour Force Indicators,Unemployment rate,34.8,2001
5949815,GITANYOW 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",26144,2001
5949816,GITWANGAK 1,Labour Force Indicators,Unemployment rate,39.5,2001
5949816,GITWANGAK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",11008,2001
5949817,MORICETOWN 1,Labour Force Indicators,Unemployment rate,33.3,2001
5949817,MORICETOWN 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949818,SIK-E-DAKH 2,Labour Force Indicators,Unemployment rate,40,2001
5949818,SIK-E-DAKH 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949819,BABINE 17,Labour Force Indicators,Unemployment rate,41.7,2001
5949819,BABINE 17,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949820,BULKLEY RIVER 19,Labour Force Indicators,Unemployment rate,50,2001
5949820,BULKLEY RIVER 19,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949826,TELEGRAPH CREEK 6,Labour Force Indicators,Unemployment rate,33.3,2001
5949826,TELEGRAPH CREEK 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949827,TELEGRAPH CREEK 6A,Labour Force Indicators,Unemployment rate,NA,2001
5949827,TELEGRAPH CREEK 6A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949830,KLUACHON LAKE 1,Labour Force Indicators,Unemployment rate,NA,2001
5949830,KLUACHON LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949831,GITZAULT 24,Labour Force Indicators,Unemployment rate,NA,2001
5949831,GITZAULT 24,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949832,ISKUT 6,Labour Force Indicators,Unemployment rate,33.3,2001
5949832,ISKUT 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34944,2001
5949834,NEW AIYANSH,Labour Force Indicators,Unemployment rate,33.8,2001
5949834,NEW AIYANSH,Selected Household Characteristics,"Median household income, 2000 ($) - All households",41024,2001
5949836,AIYANSH (KITLADAMAS) 1,Labour Force Indicators,Unemployment rate,NA,2001
5949836,AIYANSH (KITLADAMAS) 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949838,GITWINKSIHLKW,Labour Force Indicators,Unemployment rate,31.8,2001
5949838,GITWINKSIHLKW,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5949840,LAXGALTS'AP,Labour Force Indicators,Unemployment rate,47.8,2001
5949840,LAXGALTS'AP,Selected Household Characteristics,"Median household income, 2000 ($) - All households",28992,2001
5949842,GINGOLX,Labour Force Indicators,Unemployment rate,NA,2001
5949842,GINGOLX,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5949843,GUHTHE TAH 12,Labour Force Indicators,Unemployment rate,26.7,2001
5949843,GUHTHE TAH 12,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951007,VANDERHOOF,Labour Force Indicators,Unemployment rate,10.6,2001
5951007,VANDERHOOF,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45621,2001
5951009,FRASER LAKE,Labour Force Indicators,Unemployment rate,15.8,2001
5951009,FRASER LAKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49074,2001
5951013,FORT ST. JAMES,Labour Force Indicators,Unemployment rate,7.2,2001
5951013,FORT ST. JAMES,Selected Household Characteristics,"Median household income, 2000 ($) - All households",60053,2001
5951015,BULKLEY-NECHAKO C,Labour Force Indicators,Unemployment rate,11.1,2001
5951015,BULKLEY-NECHAKO C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",54937,2001
5951017,BULKLEY-NECHAKO D,Labour Force Indicators,Unemployment rate,11.6,2001
5951017,BULKLEY-NECHAKO D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49235,2001
5951019,BULKLEY-NECHAKO F,Labour Force Indicators,Unemployment rate,13.1,2001
5951019,BULKLEY-NECHAKO F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49705,2001
5951022,BURNS LAKE,Labour Force Indicators,Unemployment rate,15.8,2001
5951022,BURNS LAKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",43671,2001
5951028,BULKLEY-NECHAKO B,Labour Force Indicators,Unemployment rate,21.2,2001
5951028,BULKLEY-NECHAKO B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",56325,2001
5951031,BULKLEY-NECHAKO E,Labour Force Indicators,Unemployment rate,14.5,2001
5951031,BULKLEY-NECHAKO E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",43334,2001
5951032,GRANISLE,Labour Force Indicators,Unemployment rate,30.3,2001
5951032,GRANISLE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",23310,2001
5951034,HOUSTON,Labour Force Indicators,Unemployment rate,12,2001
5951034,HOUSTON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",57810,2001
5951038,TELKWA,Labour Force Indicators,Unemployment rate,8.3,2001
5951038,TELKWA,Selected Household Characteristics,"Median household income, 2000 ($) - All households",55309,2001
5951043,SMITHERS,Labour Force Indicators,Unemployment rate,9.3,2001
5951043,SMITHERS,Selected Household Characteristics,"Median household income, 2000 ($) - All households",55724,2001
5951051,BULKLEY-NECHAKO A,Labour Force Indicators,Unemployment rate,8.3,2001
5951051,BULKLEY-NECHAKO A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",55615,2001
5951053,BULKLEY-NECHAKO G,Labour Force Indicators,Unemployment rate,15.4,2001
5951053,BULKLEY-NECHAKO G,Selected Household Characteristics,"Median household income, 2000 ($) - All households",54612,2001
5951801,YE KOO CHE 3,Labour Force Indicators,Unemployment rate,33.3,2001
5951801,YE KOO CHE 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951802,NAUTLEY (FORT FRASER) 1,Labour Force Indicators,Unemployment rate,33.3,2001
5951802,NAUTLEY (FORT FRASER) 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951803,NAK'AZDLI (NECOSLIE 1),Labour Force Indicators,Unemployment rate,29.4,2001
5951803,NAK'AZDLI (NECOSLIE 1),Selected Household Characteristics,"Median household income, 2000 ($) - All households",20736,2001
5951804,SOWCHEA 3,Labour Force Indicators,Unemployment rate,NA,2001
5951804,SOWCHEA 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951805,BINCHE 2 (PINCHIE 2),Labour Force Indicators,Unemployment rate,NA,2001
5951805,BINCHE 2 (PINCHIE 2),Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951806,SEASPUNKUT 4,Labour Force Indicators,Unemployment rate,NA,2001
5951806,SEASPUNKUT 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951807,STELLAQUO (STELLA) 1,Labour Force Indicators,Unemployment rate,16.7,2001
5951807,STELLAQUO (STELLA) 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951808,TSAY CHO 4,Labour Force Indicators,Unemployment rate,NA,2001
5951808,TSAY CHO 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951809,STONY CREEK 1,Labour Force Indicators,Unemployment rate,34.4,2001
5951809,STONY CREEK 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",12043,2001
5951810,TACHE 1,Labour Force Indicators,Unemployment rate,NA,2001
5951810,TACHE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951811,TACLA LAKE (FERRY LANDING) 9,Labour Force Indicators,Unemployment rate,NA,2001
5951811,TACLA LAKE (FERRY LANDING) 9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951812,NORTH TACLA LAKE 7,Labour Force Indicators,Unemployment rate,NA,2001
5951812,NORTH TACLA LAKE 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951813,LAKETOWN 3,Labour Force Indicators,Unemployment rate,NA,2001
5951813,LAKETOWN 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951814,DZITLINE LEE 9,Labour Force Indicators,Unemployment rate,NA,2001
5951814,DZITLINE LEE 9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951815,BURNS LAKE 18,Labour Force Indicators,Unemployment rate,NA,2001
5951815,BURNS LAKE 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951816,KUZ CHE 5,Labour Force Indicators,Unemployment rate,NA,2001
5951816,KUZ CHE 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951817,BIHL' K'A 18,Labour Force Indicators,Unemployment rate,NA,2001
5951817,BIHL' K'A 18,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951818,CHESLATTA 1,Labour Force Indicators,Unemployment rate,0,2001
5951818,CHESLATTA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951819,OMINECA 1,Labour Force Indicators,Unemployment rate,NA,2001
5951819,OMINECA 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951820,PALLING 1,Labour Force Indicators,Unemployment rate,NA,2001
5951820,PALLING 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951821,DUNCAN LAKE 2,Labour Force Indicators,Unemployment rate,NA,2001
5951821,DUNCAN LAKE 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951822,FRANCOIS LAKE 7,Labour Force Indicators,Unemployment rate,NA,2001
5951822,FRANCOIS LAKE 7,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951823,SKINS LAKE 16A,Labour Force Indicators,Unemployment rate,NA,2001
5951823,SKINS LAKE 16A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951824,SKINS LAKE 16B,Labour Force Indicators,Unemployment rate,NA,2001
5951824,SKINS LAKE 16B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951825,TATLA WEST 11,Labour Force Indicators,Unemployment rate,NA,2001
5951825,TATLA WEST 11,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951826,UNCHA LAKE 13A,Labour Force Indicators,Unemployment rate,NA,2001
5951826,UNCHA LAKE 13A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951827,WOYENNE 27,Labour Force Indicators,Unemployment rate,23.5,2001
5951827,WOYENNE 27,Selected Household Characteristics,"Median household income, 2000 ($) - All households",26560,2001
5951828,BABINE  6,Labour Force Indicators,Unemployment rate,50,2001
5951828,BABINE  6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951829,BABINE 25,Labour Force Indicators,Unemployment rate,0,2001
5951829,BABINE 25,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951830,JEAN BAPTISTE 28,Labour Force Indicators,Unemployment rate,NA,2001
5951830,JEAN BAPTISTE 28,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951833,TATLA'T EAST 2,Labour Force Indicators,Unemployment rate,NA,2001
5951833,TATLA'T EAST 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951835,ISAAC (GALE LAKE) 8,Labour Force Indicators,Unemployment rate,NA,2001
5951835,ISAAC (GALE LAKE) 8,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951837,MAXAN LAKE 4,Labour Force Indicators,Unemployment rate,NA,2001
5951837,MAXAN LAKE 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951840,WILLIAMS PRAIRIE MEADOW 1A,Labour Force Indicators,Unemployment rate,NA,2001
5951840,WILLIAMS PRAIRIE MEADOW 1A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5951841,NORTH TACLA LAKE 7A,Labour Force Indicators,Unemployment rate,50,2001
5951841,NORTH TACLA LAKE 7A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5951842,BIHLK'A 6,Labour Force Indicators,Unemployment rate,NA,2001
5951842,BIHLK'A 6,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5953007,VALEMOUNT,Labour Force Indicators,Unemployment rate,13.9,2001
5953007,VALEMOUNT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",36192,2001
5953012,MCBRIDE,Labour Force Indicators,Unemployment rate,6.6,2001
5953012,MCBRIDE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42993,2001
5953019,FRASER-FORT GEORGE H,Labour Force Indicators,Unemployment rate,7.1,2001
5953019,FRASER-FORT GEORGE H,Selected Household Characteristics,"Median household income, 2000 ($) - All households",39468,2001
5953023,PRINCE GEORGE,Labour Force Indicators,Unemployment rate,11.4,2001
5953023,PRINCE GEORGE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",52107,2001
5953033,MACKENZIE,Labour Force Indicators,Unemployment rate,7.7,2001
5953033,MACKENZIE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",69076,2001
5953038,FRASER-FORT GEORGE A,Labour Force Indicators,Unemployment rate,10.8,2001
5953038,FRASER-FORT GEORGE A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",60526,2001
5953042,FRASER-FORT GEORGE C,Labour Force Indicators,Unemployment rate,9.3,2001
5953042,FRASER-FORT GEORGE C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",67930,2001
5953044,FRASER-FORT GEORGE D,Labour Force Indicators,Unemployment rate,10.3,2001
5953044,FRASER-FORT GEORGE D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",53850,2001
5953046,FRASER-FORT GEORGE E,Labour Force Indicators,Unemployment rate,19,2001
5953046,FRASER-FORT GEORGE E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",34308,2001
5953048,FRASER-FORT GEORGE F,Labour Force Indicators,Unemployment rate,15.4,2001
5953048,FRASER-FORT GEORGE F,Selected Household Characteristics,"Median household income, 2000 ($) - All households",45690,2001
5953050,FRASER-FORT GEORGE G,Labour Force Indicators,Unemployment rate,13.2,2001
5953050,FRASER-FORT GEORGE G,Selected Household Characteristics,"Median household income, 2000 ($) - All households",50084,2001
5953801,FORT GEORGE (SHELLEY) 2,Labour Force Indicators,Unemployment rate,44.4,2001
5953801,FORT GEORGE (SHELLEY) 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5953802,MCLEOD LAKE 1,Labour Force Indicators,Unemployment rate,28.6,2001
5953802,MCLEOD LAKE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5953804,PARSNIP 5,Labour Force Indicators,Unemployment rate,NA,2001
5953804,PARSNIP 5,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5955003,TUMBLER RIDGE,Labour Force Indicators,Unemployment rate,10,2001
5955003,TUMBLER RIDGE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",64175,2001
5955005,POUCE COUPE,Labour Force Indicators,Unemployment rate,15,2001
5955005,POUCE COUPE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",31294,2001
5955010,CHETWYND,Labour Force Indicators,Unemployment rate,19.1,2001
5955010,CHETWYND,Selected Household Characteristics,"Median household income, 2000 ($) - All households",47744,2001
