Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
261,4,COMP PR/RE,Ref009,"Out-competes other algal species, seagrasses & sessile invertebrates for food & light or due to toxic effects of caulerpenyne compounds. Its large monospecific meadows vastly reduced native species diversity & fish habitat (NIMPIS, 2002a). Reduction of catches for commercial fishermen due to the elimination of fish habitat, & entangling of nets & boat propellers also affect efficiency (NIMPIS, 2002f). Fish able to eat C. taxifolia, such as the Mediterranena bream (Sarpa salpa), accumulate toxins in their flesh that make them unsuitable for human consumption (Meinesz & Hesse, 1991).",4,COMP PR/RE,Regionally pervasive,Ref009,,3,COMP PR/RE,No,"Ref002, Ref250","Although it also reproduces sexually, settlement takes place primarily by fragmentation increasing the rate of dispersion. And part of this species success as an invader in non-native habitats is the lack of natural predators.
Genetic evidence indicates that the most likely source of infestations in areas where C. taxifolia is not native is through release from aquaria. Once introduced, C. taxifolia spreads by fragmentation, and even a small, broken-off fragment can form a new plant.",4,COMP PR/RE,Ref002,"Economic impacts of eradication include approx $US 6 million spent in Southern California by 2004 (Anderson, 2004) & $AUS 6-8 million in South Australia.
Chemical controls"
262,3,COMP PR/RE,Ref009,"In nutrient enriched and overfished areas, this algae displays invasive qualities; it easily absorbs nutrients, grows quickly, and smothers coral.",4,COMP PR/RE,Unknown,Ref009,,1,COMP PR/RE,No,Ref207,"The alga uses coral and limestone outcrops as an anchorage and proceeds to overgrow them, killing the corals by smothering.",3,COMP PR/RE,Ref251,Sewage diversion has decreased biomass of D. cavernosa in Hawaii.
263,3,COMP PR/RE,Ref009,"Although a popular seaweed species for human consumption, Ulva fasciata is highly invasive in freshwater and nutrient rich conditions; also a significant fouling organism; tolerant of very stressful conditions",4,COMP PR/RE,Locally pervasive,Ref009,Commonly found as a fouling organism all over the world,1,COMP PR/RE,No,Ref207,"A fouling organism requiring assisted transport to expand alien range. Ulva species are early-successional algae, quickly taking over new substrate on boulders that are cleared by storm disturbance.",U,,,
265,1,COMP PR/RE,Ref009,A common fouling organism at harbors. Probably some competition for space with native species.,3,COMP PR/RE,Locally pervasive,Ref009,Found on Hawaiian Islands and Guam.,1,COMP PR/RE,No,"Ref009, Ref252","A fouling organism requiring assisted transport to expand alien range. Recently transported from Pearl Harbor to Guam on the hull of a floating dry dock. It remains to be seen whether this sponge will become established there.
Low temperatures, therefore, potentially prevent larval dispersal and recruitment into cold waters and might restrict the geographic distribution of these species to tropical areas and warm shallow waters. 
Low temperatures potentially prevent larval dispersal and recruitment into cold waters and might restrict the geographic distribution of these species to tropical areas and warm shallow waters.",U,,,
266,3,COMP PR/RE,Ref009,"Fouling organism; competition for space with native invertebrates. Possible threat to corals in protected habitats, such as Kaneohe Bay.",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
267,1,COMP PR/RE,Ref009,Fouling organism; competition with native species is likely.,4,COMP PR/RE,Locally patchy,Ref009,Not usually found outside harbors,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
268,1,COMP PR/RE,Ref009,A common fouling species; possibly conflicts with native species for space.,4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
990,3,PR,Ref593,Colonized several sites around Horta Harbour after first record in 2002.  Competes with native species for resources.,4,PR,Locally patchy,Ref593,,3,PR,No,Ref593,"Several healthy mats of C. webbiana have been identified outside Horta Harbour, Azores. Potential to spread via mats and fragmentation.",3,PR,Ref593,No known eradication controls once established. Small infestations can be monitored and managed with significan efforts.
991,2,PR,Ref593,"Competes with native species for space and resources. Covers large areas with hundreds of individuals per square meter, especially at vertical and slightly overhanging surfaces.",4,PR,Locally patchy,Ref593,,1,PR,No,Ref593,Short distance spreading.,3,PR,Ref593,"No know eradications in marine environment, control possible in small infestations."
992,1,PR,Ref593,Competes with native species for resources.,4,PR,Locally pervasive,Ref593,Has spread to all Azores islands.,1,PR,No,Ref593,Low potential for long distance spread without human assistance. Most likely introduced by sailing yachts traveling from the Antilles.,2,PR,Ref593,No known controls in marine environment.
993,3,PR,Ref593,Fouling organism - known to foul harbours throughout the Mediterranean and area regarded as major foulants on artificial surfaces. Competes with native species for resources.,4,PR,Locally patchy,"Ref593, Ref519",,2,PR,No,"Ref593, Ref519",Spread via rafting to other islands.,3,PR,"Ref519, Ref593",Prevention is best management. No eradication controls in marine environment.
994,2,PR,"Ref509, Ref519","Populations increase with warmer water temps. Has become commercially important at the expense of the native hake Merluccius merluccius, which was displaced into deeper waters.
Displacement of native fish and prawns has economic implications, as these animals are fishery commodities which now require more effort for their harvesting.",4,PR,Locally pervasive,Ref509,,2,PR,No,Ref509,Potential to expand introduced range. Rise in water temps may speed expansion of invaded territory.,4,PR,Ref509,No known controls in marine environment.
995,2,PR,Ref518,Competes with native species for resources.,4,PR,Locally patchy,Ref518,,2,PR,No,Ref518,Potential to expand Mediterranean range,4,PR,Ref518,No known controls in marine environment.
996,3,COMP PR/RE,"Ref234, Ref519, Ref520","In some localities (e.g. the Tuscan Archipelago, western Italy), Acrothamnion preissii is dominant on subtidal sea bottoms and often forms dense turf which covers rocks, other macrophytes and seagrasses. Its quantitative dominance is particularly high on Posidonia oceanica rhizomes: up to 90% in shallow neadows. Turfs trap sediments, forming a stratum which prevents the development of other macrophyte species and reduces species diversity and equitability.
Negatively impacts fishing, both commercial and recreational. - clogs fishing nets",4,COMP PR/RE,Regionally pervasive,"Ref234, Ref519",,3,COMP PR/RE,No,Ref234,Potential for spread of fragments on water currents from introduced range.,4,COMP PR/RE,Ref234,No known effective permanent removal options.
997,2,PR,Ref521,Compete with native species for resources.,4,PR,Locally pervasive,Ref521,,3,PR,No,Ref521,Potential for continued distribution in ships ballast as current records exist in major shipping ports.,4,PR,Ref521,No effective controls in marine environment.
998,4,COMP PR/RE,"Ref519, Ref012","Reported as forming monospecific coverages, dominating many algal assemblages. Known to cover 100% of upper infralittoral in winter in the NW Mediterranean (Marseilles area).
Lack of predators, rapid growth rate - also an opportunist.",4,PR,Regionally pervasive,Ref519,,2,COMP PR/RE,No,Ref012,Lethal temperatures and temperature required for reproduction are likely to restrict distribution. The hooked branches are likely to spread by attachment onto floating objects (Farnham 1980). Lack of predators and rapid growth rate facilitate spread. It is an opportunist.,4,COMP PR/RE,Ref012,No controls in marine environments.
999,2,PR,Ref523,Competes with native species for resources.,4,PR,Locally pervasive,Ref522,,2,PR,No,Ref522,Potential for future translocations via shipping routes or through drift of stolon fragments.,4,PR,Ref522,No known successful eradications.
1000,2,PR,Ref524,Foul docks and aquaculture facilities.,4,PR,Locally pervasive,Ref524,,1,PR,No,Ref524,Potential for future translocations in aquacultural shipments.,4,PR,Ref524,No permanent eradication controls in marine environment.
1001,1,PR,Ref525,A fouling organism. Competes with natives for resources.,4,PR,Locally pervasive,Ref525,,1,COMP PR/RE,No,Ref525,"Potential for continued distribution with aquacultural shipments or via shipping. Spores may also spread within water column, or be transported in ballast.",3,PR,Ref525,No successful eradications in marine environment. Can be controlled with ongoing management.
1002,2,PR,Ref519,Competes with native species for resources.,4,PR,Locally patchy,Ref519,,3,PR,No,Ref519,Expanding range in Mediterranean.,4,PR,Ref519,No known controls in marine environment.
1003,4,COMP PR/RE,Ref314,"H. japonica grows rapidly and spreads over large areas,
and may therefore displace other algal species in particular locations.
It also attaches to other algae and to benthic animals.",4,COMP PR/RE,Locally pervasive,Ref314,,4,COMP PR/RE,No,"Ref314, Ref527","Given its capacity for rapid growth at such widely varying temperatures and salinities, and its effective propagation by means of fragmentation, there is reason to assume that H. japonica could continue its expansion into the Kattegat, and possibly into the southern Baltic. It probably spreads by shedding its small, monosiphonous pseudolaterals. These fragments then give rise
to new plants.
The ability to survive in darkness may be a critical factor for the long-distance dispersal of red algal propagules in ballast water.",4,COMP PR/RE,Ref314,Known known eradication controls in marine environment.
1004,4,PR,Ref528,"Lophocladia lallemandii is an extraordinarily aggressive
species in the Marine Protected Area of the ‘‘Freus
d’Eivissa i Formentera’’ where it is able to colonize Posidonia
oceanica meadows to such a degree that it causes
important shoot demise. Invasion by L. lallemandii significantly reduces seagrass shoot size, leaf biomass, and percentage of living shoots.
Completely overgrows macroalgal communities in shallow waters and down to depths of 65 m in several areas of Eivissa, Formentera, Cabrera and Mallorca (Patzner 1998, Ballesteros 2006).
Close entanglement of Lophocladia lallemandii around P. oceanica shoots not only reduces light availability but hampers water removal, thus, enhancing sediment trapping, organic and nutrient enrichment, and even oxygen consumption, which can jointly or individually
contribute to the observed shoot demise.",4,PR,Locally pervasive,Ref528,,2,COMP PR/RE,No,"Ref528, Ref234","Its delicate filamentous habit is easily broken and transported quickly and far by currents.
Potential for further transport of shoots in ballast, on hulls, and drift. Spread over a coastal area covering more than 20 km of coastline in Balearic Islands in only 3 years.",4,PR,Ref528,No current successful eradications known for Mediterranean environment.
