am_sid,iucn_sid,sciname,map_iucn_sid,map_subpop,spp_group,spatial_source
W-Ase-380775,NA,Pectinaster agassizi,NA,NA,NA,am
SLB-66328,NA,Ophiopthalmus normani,NA,NA,NA,am
W-Hol-225804,NA,Paracaudina chilensis,NA,NA,NA,am
W-Ase-255123,NA,Tarsaster alaskanus,NA,NA,NA,am
URM-2-1797,NA,Fritillaria haplostoma,NA,NA,NA,am
URM-2-2581,NA,Euherdmania claviformis,NA,NA,NA,am
URM-2-2765,NA,Cystodytes lobatus,NA,NA,NA,am
URM-2-3504,NA,Bathypera ovoida,NA,NA,NA,am
URM-2-3862,NA,Metandrocarpa taylori,NA,NA,NA,am
URM-2-4084,NA,Styela tenuibranchia,NA,NA,NA,am
URM-2-973,NA,Anoplodactylus californicus,NA,NA,NA,am
URM-2-1124,NA,Pallenopsis longiseta,NA,NA,NA,am
URM-2-3,NA,Achelia alaskensis,NA,NA,NA,am
URM-2-11,NA,Achelia borealis,NA,NA,NA,am
URM-2-63,NA,Achelia spinosa,NA,NA,NA,am
URM-2-311,NA,Nymphopsis duodorsospinosa,NA,NA,NA,am
URM-2-333,NA,Sericosura venticola,NA,NA,NA,am
URM-2-437,NA,Anoropallene palpida,NA,NA,NA,am
URM-2-588,NA,Colossendeis cucurbita,NA,NA,NA,am
W-Sca-344168,NA,Dentalium neohexagonum,NA,NA,NA,am
W-Msc-343681,NA,Laevipilina hyalina,NA,NA,NA,am
W-Msc-449949,NA,Clypeosectus delectus,NA,NA,NA,am
W-Msc-464366,NA,Calyptogena magnifica,NA,NA,NA,am
W-Pol-328709,NA,Leitoscoloplos pachybranchiatus,NA,NA,NA,am
SLB-97303,NA,Styela sigma,NA,NA,NA,am
SLB-111574,NA,Hypsicomus phaeotenia,NA,NA,NA,am
SLB-153747,NA,Pikea californica,NA,NA,NA,am
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,NA,Michelopagurus limatulus,NA,NA,NA,am
W-Oph-243916,NA,Ophiopholis kennerlyi,NA,NA,NA,am
W-Msc-403752,NA,Ocinebrina lurida,NA,NA,NA,am
W-Msc-141630,NA,Cuthona perca,NA,NA,NA,am
ITS-551539,NA,Benthesicymus urinator,NA,NA,NA,am
ITS-96093,NA,Benthonectes filipes,NA,NA,NA,am
ITS-96111,NA,Hymenodora gracilis,NA,NA,NA,am
ITS-97045,NA,Plesionika williamsi,NA,NA,NA,am
ITS-98155,NA,Paguristes ulreyi,NA,NA,NA,am
ITS-87294,NA,Aegisthus mucronatus,NA,NA,NA,am
ITS-85107,NA,Xestoleberis aurantia,NA,NA,NA,am
W-Pol-327435,NA,Dodecaceria fewkesi,NA,NA,NA,am
Hex-5992,NA,Halcampoides purpurea,NA,NA,NA,am
W-Hyd-284646,NA,Eudendrium attenuatum,NA,NA,NA,am
URM-Cn-4415,NA,Pachycerianthus fimbriatus,NA,NA,NA,am
W-Hyd-285265,NA,Plumularia margaretta,NA,NA,NA,am
W-Hyd-287481,NA,Hincksella cylindrica,NA,NA,NA,am
W-Oct-287562,NA,Muricea fruticosa,NA,NA,NA,am
W-Msc-397161,NA,Ostrea conchaphila,NA,NA,NA,am
W-Msc-505934,NA,Adula californiensis,NA,NA,NA,am
W-Msc-156225,NA,Macoma loveni,NA,NA,NA,am
W-Oph-243980,NA,Ophioplocus esmarki,NA,NA,NA,am
W-Ase-368805,NA,Ceramaster clarki,NA,NA,NA,am
W-Oph-125033,NA,Ophiolimna bairdi,NA,NA,NA,am
SLB-66324,NA,Ophiopthalmus cataleimmoidus,NA,NA,NA,am
W-Oph-244266,NA,Ophiura cryptolepis,NA,NA,NA,am
SLB-66452,NA,Ophiura irrorata,NA,NA,NA,am
W-Por-170653,NA,Polymastia pacifica,NA,NA,NA,am
URM-2-1836,NA,Oikopleura longicauda,NA,NA,NA,am
URM-2-3547,NA,Culeolus pyramidalis,NA,NA,NA,am
URM-2-4053,NA,Styela gibbsii,NA,NA,NA,am
URM-2-630,NA,Colossendeis tenera,NA,NA,NA,am
W-Msc-140151,NA,Tonicella marmorea,NA,NA,NA,am
W-Sca-344446,NA,Antalis pretiosa,NA,NA,NA,am
W-Sca-344207,NA,Fissidentalium megathyris,NA,NA,NA,am
W-Cha-105431,NA,Caecosagitta macrocephala,NA,NA,NA,am
SLB-119122,NA,Eumunida keijii,NA,NA,NA,am
W-Msc-449951,NA,Cyathermia naticoides,NA,NA,NA,am
W-Msc-450000,NA,Planorbidella planispira,NA,NA,NA,am
SLB-119530,NA,Aphotopontius mammillatus,NA,NA,NA,am
W-Por-134380,NA,Aphrocallistes beatrix,NA,NA,NA,am
W-Bra-235453,NA,Liothyrella moseleyi,NA,NA,NA,am
SLB-113180,NA,Neanthes caudata,NA,NA,NA,am
SLB-118397,NA,Alvinocaris lusca,NA,NA,NA,am
SLB-190089,NA,Ligur ensiferus,NA,NA,NA,am
W-Msc-391007,NA,Pseudohinnites levii,NA,NA,NA,am
W-Msc-403751,NA,Ocinebrina interfossa,NA,NA,NA,am
W-Bch-442169,NA,Macroregonia macrochira,NA,NA,NA,am
SLB-64873,NA,Tridentata marginata,NA,NA,NA,am
W-Hyd-289899,NA,Eperetmus typus,NA,NA,NA,am
W-Msc-138821,NA,Astarte elliptica,NA,NA,NA,am
W-Oph-244022,NA,Ophiopteris papillosa,NA,NA,NA,am
W-Msc-545994,NA,Panopea generosa,NA,NA,NA,am
W-Oph-572090,NA,Amphioplus euryaspis,NA,NA,NA,am
W-Oph-244043,NA,Ophioscolex corynetes,NA,NA,NA,am
W-Oph-244260,NA,Ophiura bathybia,NA,NA,NA,am
W-Oph-243327,NA,Ophiacantha bathybia,NA,NA,NA,am
W-Oph-243405,NA,Ophiacantha rhachophora,NA,NA,NA,am
ITS-158600,NA,Retiometra alascana,NA,NA,NA,am
SLB-67642,NA,Heteropora pacifica,NA,NA,NA,am
SLB-67342,NA,Hippodiplosia insculpta,NA,NA,NA,am
URM-2-1893,NA,Ascidia ceratodes,NA,NA,NA,am
URM-2-1935,NA,Ascidia paratropa,NA,NA,NA,am
URM-2-3855,NA,Metandrocarpa dura,NA,NA,NA,am
URM-2-4175,NA,Brooksia rostrata,NA,NA,NA,am
URM-2-1077,NA,Anoplodactylus viridintestinalis,NA,NA,NA,am
URM-2-187,NA,Ascorhynchus japonicus,NA,NA,NA,am
URM-2-351,NA,Tanystylum duospinum,NA,NA,NA,am
URM-2-602,NA,Colossendeis japonica,NA,NA,NA,am
URM-2-738,NA,Nymphon brevitarse,NA,NA,NA,am
W-Sca-344129,NA,Dentalium agassizi,NA,NA,NA,am
W-Sca-344271,NA,Cadulus californicus,NA,NA,NA,am
SLB-119334,NA,Lepetodrilus cristatus,NA,NA,NA,am
SLB-119529,NA,Aphotopontius limatulus,NA,NA,NA,am
SLB-119543,NA,Nilva torifera,NA,NA,NA,am
SLB-119544,NA,Rhogobius contractus,NA,NA,NA,am
SLB-119568,NA,Ecbathyrion prolixicauda,NA,NA,NA,am
W-Msc-545036,NA,Chaetoderma montereyense,NA,NA,NA,am
SLB-56831,NA,Urticina lofotensis,NA,NA,NA,am
SLB-97619,NA,Urticina mcpeaki,NA,NA,NA,am
SLB-158004,NA,Munida thoe,NA,NA,NA,am
W-Ase-255042,NA,Meyenaster gelatinosus,NA,NA,NA,am
W-Msc-579084,NA,Montereina nobilis,NA,NA,NA,am
W-Oph-243915,NA,Ophiopholis japonica,NA,NA,NA,am
W-Msc-506939,NA,Pectinella aequoris,NA,NA,NA,am
SLB-190206,NA,Parapontophilus longirostris,NA,NA,NA,am
SLB-190276,NA,Munida armilla,NA,NA,NA,am
W-Msc-420571,NA,Elysia cornigera,NA,NA,NA,am
W-Msc-536436,NA,Anidolyta spongotheras,NA,NA,NA,am
W-Msc-558916,NA,Armina cordellensis,NA,NA,NA,am
ITS-612378,NA,Periclimenes aleator,NA,NA,NA,am
ITS-660125,NA,Pseudomunida fragilis,NA,NA,NA,am
ITS-96617,NA,Alpheus clamator,NA,NA,NA,am
WBD-Eup-90,NA,Thysanopoda cornuta,NA,NA,NA,am
W-Pol-130871,NA,Bispira crassicornis,NA,NA,NA,am
W-Pol-131009,NA,Hydroides norvegicus,NA,NA,NA,am
W-Pol-131220,NA,Pileolaria militaris,NA,NA,NA,am
URM-M-1439,NA,Escarpia spicata,NA,NA,NA,am
W-Hyd-292482,NA,Rosacea flaccida,NA,NA,NA,am
SLB-69728,NA,Solemya reidi,NA,NA,NA,am
W-Ase-380614,NA,Leptychaster inermis,NA,NA,NA,am
W-Msc-506773,NA,Lyonsia bracteata,NA,NA,NA,am
W-Ase-292746,NA,Peribolaster biserialis,NA,NA,NA,am
W-Ase-292882,NA,Freyella microplax,NA,NA,NA,am
W-Ech-220659,NA,Sperosoma biseriatum,NA,NA,NA,am
W-Ech-513143,NA,Brisaster latifrons,NA,NA,NA,am
URM-2-1092,NA,Pallenopsis californica,NA,NA,NA,am
URM-2-1136,NA,Pallenopsis oculotuberculosis,NA,NA,NA,am
URM-2-615,NA,Colossendeis minor,NA,NA,NA,am
W-Nem-147240,NA,Tubulanus pellucidus,NA,NA,NA,am
W-Pol-332941,NA,Amphiduropsis axialensis,NA,NA,NA,am
W-Bra-235579,NA,Macandrevia diamantina,NA,NA,NA,am
SLB-97620,NA,Urticina piscivora,NA,NA,NA,am
SLB-101854,NA,Pseudusa bostigrinus,NA,NA,NA,am
SLB-154005,NA,Grateloupia doryphora,NA,NA,NA,am
W-Bch-440206,NA,Moloha majora,NA,NA,NA,am
W-Ase-178726,NA,Eremicaster crassus,NA,NA,NA,am
SLB-188852,NA,Waldo arthuri,NA,NA,NA,am
W-Pho-128553,NA,Phoronopsis albomaculata,NA,NA,NA,am
W-Msc-430414,NA,Atlanta californiensis,NA,NA,NA,am
SLB-77390,NA,Psammodoris thompsoni,NA,NA,NA,am
W-Msc-445374,NA,Haliotis walallensis,NA,NA,NA,am
W-Msc-581826,NA,Platydoris macfarlandi,NA,NA,NA,am
ITS-551983,NA,Hymenopenaeus doris,NA,NA,NA,am
ITS-660028,NA,Heterocarpus longirostris,NA,NA,NA,am
ITS-94279,NA,Cyclocaris tahitensis,NA,NA,NA,am
ITS-96477,NA,Palaemon ritteri,NA,NA,NA,am
ITS-96124,NA,Acanthephyra chacei,NA,NA,NA,am
ITS-96549,NA,Palaemonella holmesi,NA,NA,NA,am
ITS-98012,NA,Munidopsis albatrossae,NA,NA,NA,am
SLB-9723,NA,Cancer antennarius,NA,NA,NA,am
W-Oct-287556,NA,Muricea californica,NA,NA,NA,am
URM-Cn-10268,NA,Deepstaria enigmatica,NA,NA,NA,am
URM-Cn-6268,NA,Parazoanthus lucificum,NA,NA,NA,am
W-Ase-254775,NA,Sagenaster evermanni,NA,NA,NA,am
W-Ase-368527,NA,Freyellaster fecundus,NA,NA,NA,am
W-Oph-243318,NA,Ophiacantha abyssa,NA,NA,NA,am
W-Oph-243431,NA,Ophiacanthella acontophora,NA,NA,NA,am
ITS-158597,NA,Psathyrometra fragilis,NA,NA,NA,am
URM-2-3295,NA,Pycnoclavella stanleyi,NA,NA,NA,am
URM-2-547,NA,Pseudopallene circularis,NA,NA,NA,am
URM-2-646,NA,Hedgpethia chitinosa,NA,NA,NA,am
ITS-Mam-612597,NA,Balaenoptera brydei,NA,NA,NA,am
SLB-97520,NA,Falcidens macracanthus,NA,NA,NA,am
SLB-56007,NA,Urticina coriacea,NA,NA,NA,am
SLB-154625,NA,Colpomenia sinuosa,NA,NA,NA,am
W-Bch-440471,NA,Ethusina microspina,NA,NA,NA,am
SLB-75788,NA,Opalia borealis,NA,NA,NA,am
ITS-660135,NA,Munidopsis alvisca,NA,NA,NA,am
ITS-96170,NA,Pasiphaea corteziana,NA,NA,NA,am
URM-Cn-10281,NA,Tiburonia granrojo,NA,NA,NA,am
W-Oph-242631,NA,Amphilepis patens,NA,NA,NA,am
SLB-67618,NA,Diaperoecia californica,NA,NA,NA,am
URM-2-853,NA,Nymphon microsetosum,NA,NA,NA,am
URM-2-1097,NA,Pallenopsis comosa,NA,NA,NA,am
URM-2-41,NA,Achelia megova,NA,NA,NA,am
SLB-96837,NA,Ammothea verenae,NA,NA,NA,am
URM-2-614,NA,Colossendeis microsetosa,NA,NA,NA,am
W-Msc-385818,NA,Leptochiton nexus,NA,NA,NA,am
SLB-119475,NA,Branchinotogluma tunnicliffae,NA,NA,NA,am
SLB-119577,NA,Oncaea praeclara,NA,NA,NA,am
W-Por-164605,NA,Sycon protectum,NA,NA,NA,am
SLB-166541,NA,Heterocarpus parvispina,NA,NA,NA,am
W-Oph-244366,NA,Stegophiura carinata,NA,NA,NA,am
W-Bch-211050,NA,Calocarcinus habei,NA,NA,NA,am
SLB-189632,NA,Cheramus sibogae,NA,NA,NA,am
SLB-190381,NA,Parapontophilus demani,NA,NA,NA,am
SLB-190383,NA,Pasiphaea planidorsalis,NA,NA,NA,am
SLB-190484,NA,Stylodactylus libratus,NA,NA,NA,am
ITS-660123,NA,Gastroptychus iaspis,NA,NA,NA,am
W-Oph-244054,NA,Ophiosemnotes paucispina,NA,NA,NA,am
W-Ech-591102,NA,Mesocentrotus franciscanus,NA,NA,NA,am
W-Ech-513483,NA,Pourtalesia tanneri,NA,NA,NA,am
W-Ech-513000,NA,Echinocrepis rostrata,NA,NA,NA,am
W-Oph-382690,NA,Asteroschema sublaeve,NA,NA,NA,am
W-Oph-243420,NA,Ophiacantha trachybactra,NA,NA,NA,am
W-Bry-470797,NA,Diplosolen obelium,NA,NA,NA,am
URM-2-1151,NA,Pallenopsis stylirostris,NA,NA,NA,am
URM-2-137,NA,Ammothella setosa,NA,NA,NA,am
URM-2-687,NA,Heteronymphon abyssale,NA,NA,NA,am
URM-2-696,NA,Nymphon aculeatum,NA,NA,NA,am
SLB-130155,NA,Uroptychus soyomaruae,NA,NA,NA,am
W-Bch-440444,NA,Ethusa indonesiensis,NA,NA,NA,am
W-Msc-445308,NA,Haliotis corrugata,NA,NA,NA,am
SLB-74686,NA,Boreotrophon orpheus,NA,NA,NA,am
W-Msc-254477,NA,Neptunea lyrata,NA,NA,NA,am
W-Msc-581807,NA,Hallaxa chani,NA,NA,NA,am
ITS-552848,NA,Neotrypaea gigas,NA,NA,NA,am
ITS-657028,NA,Gibberosus devaneyi,NA,NA,NA,am
SLB-65739,NA,Cryptopeltaster lepidonotus,NA,NA,NA,am
SLB-65922,NA,Pourtalesia thomsoni,NA,NA,NA,am
W-Ech-513214,NA,Cystocrepis setigera,NA,NA,NA,am
SLB-65694,NA,Hymenaster perissonatus,NA,NA,NA,am
SLB-65492,NA,Craterobrisingia synaptoma,NA,NA,NA,am
URM-2-37,NA,Achelia latifrons,NA,NA,NA,am
SLB-130283,NA,Munidopsis recta,NA,NA,NA,am
SLB-100444,NA,Membranipora isabelleana,NA,NA,NA,am
W-Bch-440391,NA,Platepistoma balssii,NA,NA,NA,am
W-Bch-107451,NA,Eriocheir sinensis,NA,NA,NA,am
Hex-3591,NA,Anemonactis mazeli,NA,NA,NA,am
W-Por-134131,NA,Cliona lobata,NA,NA,NA,am
URM-2-2829,NA,Eudistoma molle,NA,NA,NA,am
URM-2-620,NA,Colossendeis peloria,NA,NA,NA,am
URM-2-627,NA,Colossendeis spicula,NA,NA,NA,am
SLB-119333,NA,Lepetodrilus corrugatus,NA,NA,NA,am
SLB-119637,NA,Munidopsis lentigo,NA,NA,NA,am
SLB-156238,NA,Metaverruca halotheca,NA,NA,NA,am
